msg_id,channel,received_at,sender_name,sender_email,subject,body,address_in_msg,county_in_msg,listing_in_msg,bucket,expected_topic,expected_urgency,expected_owner
EM-0116,email,2026-04-11T15:50:00Z,Lisa Rodriguez,lisa.rodriguez40@outlook.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 3933 Magnolia Ln, Canton, GA!!","3933 Magnolia Ln, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0117,email,2026-04-30T19:33:00Z,Aaron Nguyen,aaron.nguyen52@example-mail.test,Document request,"Could you send me the seller's disclosure for 7725 Peachtree St, Cumming, GA (MLS MLS-7905210)?","7725 Peachtree St, Cumming, GA",Forsyth,MLS-7905210,buy_sell,document,P2,Noa
EM-0118,email,2026-04-10T15:04:00Z,Marco Garcia,marco.garcia39@outlook.com,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","3239 Oak Ave, Cumming, GA",Forsyth,,rent_manage,maintenance,P2,Noa
EM-0119,email,2026-05-01T15:38:00Z,Sam Garcia,sam.garcia9@yahoo.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","529 Riverbend Way, Smyrna, GA",Cobb,,rent_manage,tenant_issue,P2,Nathalie
EM-0120,email,2026-05-04T18:13:00Z,Marketing Promo Co,newsletter@mailchimp.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0121,email,2026-04-17T11:02:00Z,Sophie Brown,sophie.brown79@example-mail.test,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"6469 Peachtree St, Cumming, GA",Forsyth,,buy_sell,deal,P0,Nathalie
EM-0122,email,2026-04-29T22:39:00Z,Priya Martinez,priya.martinez12@gmail.com,Urgent - apartment issue,"AC stopped cooling at 9128 Pine Rd, Cumming, GA. Indoor temp is 84F.","9128 Pine Rd, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P1,Nathalie
EM-0123,email,2026-05-09T20:07:00Z,David Martinez,david.martinez18@gmail.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"8811 Sycamore Blvd, Marietta, GA",Cobb,,rent_manage,billing,P2,Noa
EM-0124,email,2026-03-27T21:40:00Z,Priya Cohen,priya.cohen74@gmail.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0125,email,2026-03-20T01:57:00Z,Tom Levi,tom.levi22@icloud.com,Showing time change,"I'm at 7822 Maple Dr, Woodstock, GA but the door is locked. Are you on the way?","7822 Maple Dr, Woodstock, GA",Cherokee,,buy_sell,showing,P1,Fabi
EM-0126,email,2026-03-21T11:28:00Z,Ryan Park,ryan.park55@outlook.com,Contract / signature needed,"Need to renew the lease at 2820 Magnolia Ln, Cumming, GA. Can you send the renewal terms?","2820 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,contract,P2,Noa
EM-0127,email,2026-03-22T21:52:00Z,Priya Park,priya.park92@gmail.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4134 Peachtree St, Canton, GA",Cherokee,,buy_sell,buyer_lead,P1,Fabi
EM-0128,email,2026-05-05T14:29:00Z,Brian Miller,brian.miller25@example-mail.test,Vendor quote,"The painter quoted $1,800 for unit B at 7257 Willow Pkwy, Smyrna, GA - does that look right?","7257 Willow Pkwy, Smyrna, GA",Cobb,,rent_manage,vendor,P2,Noa
EM-0129,email,2026-04-24T07:49:00Z,Olivia Nguyen,olivia.nguyen30@gmail.com,Showing time change,"Running 15 min late to the showing at 1864 Magnolia Ln, Marietta, GA, please tell the agent.","1864 Magnolia Ln, Marietta, GA",Cobb,,buy_sell,showing,P1,Fabi
EM-0130,email,2026-04-09T11:38:00Z,Nina Bell,nina.bell62@gmail.com,Question about your listing,Looking for a 3BR/2BA in Cobb county under $550k. Do you have anything coming up?,"3310 Cedar Trail, Marietta, GA",Cobb,,buy_sell,buyer_lead,P2,Fabi
EM-0131,email,2026-04-14T03:32:00Z,Linda Miller,linda.miller22@yahoo.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"736 Oak Ave, Kennesaw, GA",Cobb,,rent_manage,billing,P2,Noa
EM-0132,email,2026-05-11T16:19:00Z,Olivia Garcia,olivia.garcia22@outlook.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"8512 Cedar Trail, Woodstock, GA",Cherokee,,rent_manage,maintenance,P2,Noa
EM-0133,email,2026-04-24T19:16:00Z,Ben Nguyen,ben.nguyen30@gmail.com,Showing time change,"I'm at 8127 Sycamore Blvd, Cumming, GA but the door is locked. Are you on the way?","8127 Sycamore Blvd, Cumming, GA",Forsyth,,buy_sell,showing,P1,Fabi
EM-0134,email,2026-04-19T21:22:00Z,Nina Park,nina.park29@gmail.com,Showing time change,"Running 15 min late to the showing at 1888 Sycamore Blvd, Sandy Springs, GA, please tell the agent.","1888 Sycamore Blvd, Sandy Springs, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0135,email,2026-04-29T06:45:00Z,Olivia Nguyen,olivia.nguyen1@outlook.com,Document request,"Could you send me the seller's disclosure for 1269 Sycamore Blvd, Roswell, GA (MLS MLS-7874607)?","1269 Sycamore Blvd, Roswell, GA",Fulton,MLS-7874607,buy_sell,document,P2,Noa
EM-0136,email,2026-05-09T22:17:00Z,Definitely Not A Scam,win673@spam.example,YOU WON,Urgent: your bank account needs verification. Visit https://phish.example/,,,,non_business,spam,P3,ARCHIVE
EM-0137,email,2026-04-20T09:26:00Z,Lisa Levi,lisa.levi48@example-mail.test,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 3356 Riverbend Way, Sugar Hill, GA","3356 Riverbend Way, Sugar Hill, GA",Gwinnett,,rent_manage,tenant_issue,P0,Nathalie
EM-0138,email,2026-05-12T09:59:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0139,email,2026-04-26T23:31:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0140,email,2026-04-20T20:51:00Z,Priya Martinez,priya.martinez14@gmail.com,Calendar question,"Can we set up a walkthrough next Tuesday for the move-out at 8420 Maple Dr, Atlanta, GA?","8420 Maple Dr, Atlanta, GA",Fulton,,rent_manage,scheduling,P2,Noa
EM-0141,email,2026-04-19T23:43:00Z,Brian Johnson,brian.johnson83@yahoo.com,Question about your listing,Looking for a 3BR/2BA in Forsyth county under $550k. Do you have anything coming up?,"4089 Riverbend Way, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P2,Fabi
EM-0142,email,2026-03-30T03:17:00Z,Chris Nguyen,chris.nguyen67@yahoo.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 2206 Pine Rd, Dunwoody, GA","2206 Pine Rd, Dunwoody, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0143,email,2026-05-02T17:22:00Z,Pavel Patel,pavel.patel12@yahoo.com,Admin / paperwork,"Insurance renewal for 2673 Maple Dr, Marietta, GA is due next month.","2673 Maple Dr, Marietta, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0144,email,2026-04-15T10:26:00Z,David Park,david.park93@yahoo.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0145,email,2026-05-12T03:50:00Z,Aisha Nguyen,aisha.nguyen5@icloud.com,Offer / deal update,"Counter-offer received on 9861 Willow Pkwy, Duluth, GA - they want 5k more. What do you think?","9861 Willow Pkwy, Duluth, GA",Gwinnett,,buy_sell,deal,P1,Nathalie
EM-0146,email,2026-05-16T05:02:00Z,Daniel Williams,daniel.williams53@example-mail.test,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0147,email,2026-05-01T00:43:00Z,Tara Nguyen,tara.nguyen99@example-mail.test,Contract / signature needed,"Need your signature on the addendum for 3074 Sycamore Blvd, Cumming, GA before 5pm.","3074 Sycamore Blvd, Cumming, GA",Forsyth,,buy_sell,contract,P1,Noa
EM-0148,email,2026-05-14T20:46:00Z,Maria Romano,maria.romano31@example-mail.test,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0149,email,2026-03-25T06:06:00Z,Ethan Miller,ethan.miller84@outlook.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 8276 Birch Ct, Kennesaw, GA. What's the market like in Cobb right now?","8276 Birch Ct, Kennesaw, GA",Cobb,,buy_sell,seller_lead,P2,Fabi
EM-0150,email,2026-04-21T14:17:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0151,email,2026-05-08T13:48:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Atlanta Realtors Network: invitation to our May mixer.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0152,email,2026-05-09T10:12:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0153,email,2026-05-05T11:10:00Z,Nina Park,nina.park60@yahoo.com,Offer / deal update,"Appraisal came in at $620k for 7567 Peachtree St, Canton, GA. Numbers look good.","7567 Peachtree St, Canton, GA",Cherokee,,buy_sell,deal,P2,Nathalie
EM-0154,email,2026-04-17T08:24:00Z,Aisha Garcia,aisha.garcia25@gmail.com,Question about your listing,Looking for a 3BR/2BA in Cobb county under $550k. Do you have anything coming up?,"686 Maple Dr, Marietta, GA",Cobb,,buy_sell,buyer_lead,P2,Fabi
EM-0155,email,2026-04-25T23:06:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0156,email,2026-05-13T21:35:00Z,Daniel Adams,daniel.adams14@gmail.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 2078 Pine Rd, Brookhaven, GA","2078 Pine Rd, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P0,Nathalie
EM-0157,email,2026-04-21T12:17:00Z,Jorge Brown,jorge.brown58@outlook.com,Urgent - apartment issue,"AC stopped cooling at 7323 Sycamore Blvd, Marietta, GA. Indoor temp is 84F.","7323 Sycamore Blvd, Marietta, GA",Cobb,,rent_manage,tenant_issue,P1,Nathalie
EM-0158,email,2026-05-14T02:33:00Z,Aaron Khan,aaron.khan72@example-mail.test,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","4770 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,maintenance,P2,Noa
EM-0159,email,2026-03-25T19:55:00Z,John Khan,john.khan45@yahoo.com,Payment / billing,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","7536 Birch Ct, Sandy Springs, GA",Fulton,,rent_manage,billing,P3,Noa
EM-0160,email,2026-04-28T00:48:00Z,Priya Cohen,priya.cohen9@outlook.com,Payment / billing,"Just confirming the security deposit is $1,500 not $2,000 like the email said.","1358 Magnolia Ln, Woodstock, GA",Cherokee,,rent_manage,billing,P3,Noa
EM-0161,email,2026-04-11T12:45:00Z,Sara Romano,sara.romano37@icloud.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0162,email,2026-03-20T20:40:00Z,John Brown,john.brown23@gmail.com,Showing time change,"Running 15 min late to the showing at 5131 Cedar Trail, Canton, GA, please tell the agent.","5131 Cedar Trail, Canton, GA",Cherokee,,buy_sell,showing,P1,Fabi
EM-0163,email,2026-03-22T14:27:00Z,Pavel Nguyen,pavel.nguyen40@gmail.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0164,email,2026-05-13T12:01:00Z,Ben Bell,ben.bell52@gmail.com,Admin / paperwork,"Insurance renewal for 6924 Riverbend Way, Marietta, GA is due next month.","6924 Riverbend Way, Marietta, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0165,email,2026-05-13T13:11:00Z,Rachel Williams,rachel.williams81@yahoo.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"1763 Oak Ave, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P2,Nathalie
EM-0166,email,2026-05-07T02:00:00Z,Kate Brown,kate.brown12@outlook.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"6124 Birch Ct, Smyrna, GA",Cobb,,buy_sell,contract,P2,Noa
EM-0167,email,2026-03-21T15:12:00Z,Sam Miller,sam.miller68@outlook.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","8545 Oak Ave, Atlanta, GA",Fulton,,rent_manage,tenant_issue,P2,Nathalie
EM-0168,email,2026-04-10T13:07:00Z,Ethan Brown,ethan.brown7@yahoo.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0169,email,2026-05-09T18:17:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0170,email,2026-04-22T02:18:00Z,Aaron Singh,aaron.singh64@icloud.com,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0171,email,2026-03-30T13:21:00Z,Emily Cohen,emily.cohen25@example-mail.test,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4322 Maple Dr, Duluth, GA",Gwinnett,,buy_sell,buyer_lead,P1,Fabi
EM-0172,email,2026-05-05T23:51:00Z,Lisa Bell,lisa.bell25@icloud.com,Admin / paperwork,"Insurance renewal for 8323 Magnolia Ln, Kennesaw, GA is due next month.","8323 Magnolia Ln, Kennesaw, GA",Cobb,,rent_manage,admin,P3,Noa
EM-0173,email,2026-04-08T15:10:00Z,Tom Khan,tom.khan46@outlook.com,Question about your listing,"Our offer on 3818 Willow Pkwy, Roswell, GA expires at 5pm today, can you confirm acceptance??","3818 Willow Pkwy, Roswell, GA",Fulton,,buy_sell,buyer_lead,P0,Nathalie
EM-0174,email,2026-05-13T14:42:00Z,Marco Levi,marco.levi78@outlook.com,Document request,"Could you send me the seller's disclosure for 6259 Birch Ct, Atlanta, GA (MLS MLS-7192466)?","6259 Birch Ct, Atlanta, GA",Fulton,MLS-7192466,buy_sell,document,P2,Noa
EM-0175,email,2026-05-12T07:16:00Z,Ben Park,ben.park88@gmail.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0176,email,2026-05-11T18:57:00Z,John Romano,john.romano94@gmail.com,Contract / signature needed,"Giving 30 days' notice - moving out by end of next month. 2414 Sycamore Blvd, Duluth, GA","2414 Sycamore Blvd, Duluth, GA",Gwinnett,,rent_manage,contract,P1,Noa
EM-0177,email,2026-04-24T03:48:00Z,Sam Rodriguez,sam.rodriguez18@outlook.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"3882 Willow Pkwy, Canton, GA",Cherokee,,buy_sell,deal,P1,Nathalie
EM-0178,email,2026-04-15T13:19:00Z,John Johnson,john.johnson15@yahoo.com,Question about your listing,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"4889 Willow Pkwy, Sugar Hill, GA",Gwinnett,,buy_sell,buyer_lead,P1,Fabi
EM-0179,email,2026-05-10T20:43:00Z,John Cohen,john.cohen75@icloud.com,Question about your listing,"Our offer on 2662 Pine Rd, Canton, GA expires at 5pm today, can you confirm acceptance??","2662 Pine Rd, Canton, GA",Cherokee,,buy_sell,buyer_lead,P0,Fabi
EM-0180,email,2026-05-12T07:08:00Z,Kate Romano,kate.romano52@outlook.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0181,email,2026-05-11T22:44:00Z,Hannah Davis,hannah.davis60@icloud.com,Showing time change,"I'm at 1568 Maple Dr, Roswell, GA but the door is locked. Are you on the way?","1568 Maple Dr, Roswell, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0182,email,2026-04-16T10:59:00Z,Sophie Levi,sophie.levi26@gmail.com,Question about your listing,"Our offer on 875 Willow Pkwy, Smyrna, GA expires at 5pm today, can you confirm acceptance??","875 Willow Pkwy, Smyrna, GA",Cobb,,buy_sell,buyer_lead,P0,Fabi
EM-0183,email,2026-04-06T06:15:00Z,Tara Davis,tara.davis37@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0184,email,2026-04-12T16:44:00Z,Aisha Garcia,aisha.garcia78@yahoo.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 2257 Cedar Trail, Duluth, GA","2257 Cedar Trail, Duluth, GA",Gwinnett,,rent_manage,tenant_issue,P2,Nathalie
EM-0185,email,2026-05-09T13:34:00Z,Ben Miller,ben.miller84@yahoo.com,Offer / deal update,"Appraisal came in at $620k for 3713 Magnolia Ln, Lawrenceville, GA. Numbers look good.","3713 Magnolia Ln, Lawrenceville, GA",Gwinnett,,buy_sell,deal,P2,Nathalie
EM-0186,email,2026-04-16T12:47:00Z,Chris Singh,chris.singh7@icloud.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0187,email,2026-04-27T12:19:00Z,Jorge Park,jorge.park63@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0188,email,2026-05-07T19:50:00Z,Definitely Not A Scam,win763@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0189,email,2026-04-18T12:49:00Z,Marco Williams,marco.williams16@yahoo.com,Document request,"Could you send me the seller's disclosure for 9026 Cedar Trail, Duluth, GA (MLS MLS-7135655)?","9026 Cedar Trail, Duluth, GA",Gwinnett,MLS-7135655,buy_sell,document,P2,Noa
EM-0190,email,2026-04-01T18:07:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0191,email,2026-05-14T18:02:00Z,Aisha Park,aisha.park73@outlook.com,Showing time change,"I'm at 2193 Oak Ave, Kennesaw, GA but the door is locked. Are you on the way?","2193 Oak Ave, Kennesaw, GA",Cobb,,buy_sell,showing,P1,Fabi
EM-0192,email,2026-04-02T22:25:00Z,Tom Rodriguez,tom.rodriguez98@outlook.com,Vendor quote,"The painter quoted $1,800 for unit B at 213 Peachtree St, Sandy Springs, GA - does that look right?","213 Peachtree St, Sandy Springs, GA",Fulton,,rent_manage,vendor,P2,Noa
EM-0193,email,2026-05-06T03:42:00Z,John Garcia,john.garcia46@yahoo.com,Showing time change,"I'm at 9965 Willow Pkwy, Canton, GA but the door is locked. Are you on the way?","9965 Willow Pkwy, Canton, GA",Cherokee,,buy_sell,showing,P1,Fabi
EM-0194,email,2026-04-15T09:42:00Z,Hannah Davis,hannah.davis1@icloud.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","8247 Oak Ave, Marietta, GA",Cobb,,rent_manage,tenant_issue,P2,Nathalie
EM-0195,email,2026-03-29T03:41:00Z,Kate Rodriguez,kate.rodriguez46@icloud.com,Vendor quote,"Plumber invoice for 1070 Oak Ave, Lawrenceville, GA - approving with your sign-off.","1070 Oak Ave, Lawrenceville, GA",Gwinnett,,rent_manage,vendor,P3,Noa
EM-0196,email,2026-04-10T16:44:00Z,Anna Martinez,anna.martinez34@example-mail.test,Showing time change,"Can we move tomorrow's showing at 7897 Maple Dr, Woodstock, GA from 4pm to 6pm?","7897 Maple Dr, Woodstock, GA",Cherokee,,buy_sell,showing,P2,Fabi
EM-0197,email,2026-04-30T20:48:00Z,David Park,david.park36@yahoo.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0198,email,2026-05-15T16:04:00Z,Nina Singh,nina.singh37@icloud.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0199,email,2026-05-05T13:33:00Z,Ethan Park,ethan.park39@gmail.com,Vendor quote,"Plumber invoice for 5058 Oak Ave, Cumming, GA - approving with your sign-off.","5058 Oak Ave, Cumming, GA",Forsyth,,rent_manage,vendor,P3,Noa
